,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d,walk01.c3d
,TIME,DistEndPos,DistEndPos,DistEndPos,ProxEndPos,ProxEndPos,ProxEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,ProxEndPos,ProxEndPos,ProxEndPos,DistEndPos,DistEndPos,DistEndPos,ProxEndPos,ProxEndPos,ProxEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,DistEndPos,ProxEndPos,ProxEndPos,ProxEndPos
,FRAME_NUMBERS,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC,KINETIC_KINEMATIC
,ORIGINAL,LAR,LAR,LAR,LAR,LAR,LAR,LFA,LFA,LFA,LSK,LSK,LSK,LTH,LTH,LTH,LTH,LTH,LTH,RAR,RAR,RAR,RAR,RAR,RAR,RFA,RFA,RFA,RSK,RSK,RSK,RTH,RTH,RTH,RTH,RTH,RTH
,,Elbow,Elbow,Elbow,Shoulder,Shoulder,Shoulder,Wrist,Wrist,Wrist,Ankle,Ankle,Ankle,Knee,Knee,Knee,Hip,Hip,Hip,Elbow,Elbow,Elbow,Shoulder,Shoulder,Shoulder,Wrist,Wrist,Wrist,Ankle,Ankle,Ankle,Knee,Knee,Knee,Hip,Hip,Hip
ITEM,X,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
43,1.05,2.469545,-0.0544,1.150339,2.362584,0.035279,1.494815,2.339385,-0.0788,0.912239,2.484334,0.111431,0.162331,2.227942,0.091919,0.531973,2.337668,0.120821,0.950392,2.348092,0.478285,1.109786,2.328905,0.394853,1.470925,2.196053,0.476329,0.897261,2.422604,0.213538,0.082099,2.355539,0.264405,0.516461,2.311893,0.283142,0.957877
44,1.058333,2.463246,-0.053736,1.150781,2.35391,0.035415,1.494648,2.334785,-0.079469,0.911848,2.457304,0.1116,0.155426,2.214288,0.093277,0.533718,2.329604,0.121006,0.950711,2.334744,0.47919,1.10993,2.320054,0.394901,1.471081,2.17981,0.476166,0.899725,2.422421,0.213507,0.082325,2.352023,0.264348,0.516252,2.303962,0.283041,0.957212
45,1.066667,2.456843,-0.053069,1.151138,2.345183,0.03551,1.494406,2.330092,-0.080068,0.91138,2.429799,0.111905,0.148514,2.201006,0.094683,0.535314,2.32168,0.121313,0.95086,2.321536,0.479969,1.110035,2.311235,0.394921,1.471159,2.16374,0.475935,0.902205,2.422214,0.213442,0.082584,2.348531,0.264243,0.516076,2.29609,0.282998,0.956533
46,1.075,2.45033,-0.052405,1.151413,2.336396,0.035561,1.49409,2.325298,-0.080594,0.91084,2.401856,0.112285,0.141674,2.188107,0.096118,0.53674,2.313892,0.121727,0.950833,2.308479,0.480628,1.110103,2.302446,0.394912,1.471166,2.147861,0.475634,0.904699,2.421977,0.213359,0.082873,2.345057,0.264091,0.515935,2.288249,0.283012,0.955844
47,1.083333,2.443702,-0.051739,1.151601,2.327551,0.035567,1.493703,2.320391,-0.081048,0.91023,2.373522,0.112689,0.134982,2.175607,0.097563,0.537981,2.306228,0.122224,0.950632,2.295583,0.481166,1.110138,2.293687,0.394869,1.471108,2.13219,0.475262,0.907203,2.421709,0.213278,0.083188,2.341599,0.263906,0.515828,2.280416,0.283066,0.955139
48,1.091667,2.436953,-0.051065,1.151701,2.31865,0.035527,1.493246,2.315365,-0.081433,0.909555,2.34484,0.113071,0.128511,2.163525,0.099004,0.53902,2.298658,0.122774,0.950267,2.282855,0.481588,1.11014,2.284959,0.39479,1.470989,2.116739,0.474824,0.909717,2.421413,0.213215,0.08353,2.338154,0.263711,0.51575,2.272576,0.283141,0.954414
49,1.1,2.430085,-0.050373,1.151713,2.309697,0.035442,1.492725,2.310214,-0.081747,0.908817,2.315855,0.1134,0.122333,2.151889,0.10043,0.539839,2.291132,0.12334,0.949762,2.270301,0.481893,1.110109,2.276258,0.394671,1.470813,2.101516,0.474321,0.912235,2.421099,0.213175,0.083904,2.334716,0.263528,0.515694,2.264719,0.283219,0.953664
50,1.108333,2.423103,-0.04966,1.151638,2.300697,0.035311,1.492142,2.304935,-0.081992,0.90802,2.286614,0.113653,0.116518,2.140738,0.101834,0.540421,2.28358,0.123878,0.949151,2.257927,0.482083,1.110047,2.267581,0.394507,1.470584,2.086528,0.47376,0.914755,2.42078,0.213148,0.084325,2.331281,0.26338,0.515657,2.25684,0.283287,0.952883
51,1.116667,2.416014,-0.048926,1.151476,2.291656,0.035137,1.491499,2.299527,-0.082165,0.907163,2.257171,0.11382,0.11113,2.130105,0.103212,0.540749,2.27592,0.124344,0.948476,2.245735,0.482163,1.109951,2.258921,0.394297,1.470307,2.071786,0.473145,0.917269,2.420473,0.213121,0.08481,2.32784,0.263283,0.515635,2.248934,0.283345,0.95207
52,1.125,2.408824,-0.048179,1.151229,2.28258,0.03492,1.490793,2.293988,-0.082268,0.906247,2.22758,0.113898,0.10623,2.12001,0.104552,0.54081,2.26809,0.124709,0.947769,2.233729,0.482136,1.109823,2.250271,0.394039,1.469983,2.0573,0.472478,0.919768,2.420196,0.213077,0.085378,2.324369,0.263243,0.515626,2.241012,0.283399,0.951229
53,1.133333,2.40154,-0.047446,1.150896,2.273478,0.034659,1.490021,2.288312,-0.082307,0.90527,2.197897,0.113905,0.10188,2.110451,0.10584,0.54059,2.26005,0.124967,0.947043,2.221912,0.482011,1.10966,2.241627,0.393735,1.469616,2.043081,0.471757,0.922239,2.419964,0.213008,0.086043,2.320839,0.263271,0.515624,2.2331,0.283453,0.950364
54,1.141667,2.394169,-0.046778,1.150484,2.264356,0.034355,1.489177,2.282497,-0.082286,0.90423,2.168185,0.113889,0.098148,2.101417,0.107055,0.540075,2.25178,0.125121,0.946295,2.210285,0.481792,1.109457,2.232988,0.393385,1.469206,2.02914,0.47098,0.924669,2.419777,0.212908,0.086815,2.317209,0.263375,0.515617,2.22522,0.283498,0.94948
55,1.15,2.386715,-0.046242,1.150006,2.255219,0.034005,1.48826,2.27654,-0.082211,0.903129,2.138516,0.113921,0.095105,2.092896,0.108182,0.539257,2.243272,0.125176,0.945518,2.198848,0.481488,1.10921,2.224349,0.392993,1.468749,2.015483,0.47015,0.927046,2.419617,0.212779,0.087695,2.313439,0.263561,0.515595,2.217387,0.283527,0.948585
56,1.158333,2.379175,-0.045901,1.149476,2.246062,0.033612,1.487271,2.270442,-0.082083,0.901967,2.108979,0.114067,0.092813,2.084862,0.109211,0.538135,2.234529,0.125139,0.944701,2.187598,0.481104,1.108911,2.215708,0.392562,1.468244,2.00211,0.469272,0.929353,2.419455,0.212624,0.088676,2.309494,0.263822,0.515556,2.209594,0.283547,0.947685
57,1.166667,2.371535,-0.045785,1.148905,2.236878,0.033174,1.486217,2.264205,-0.081906,0.90074,2.079705,0.11437,0.091319,2.077278,0.110141,0.536719,2.225562,0.125014,0.943831,2.176529,0.480646,1.108554,2.207061,0.392094,1.467687,1.989019,0.468353,0.931578,2.419256,0.212458,0.089746,2.305342,0.26414,0.5155,2.201825,0.283581,0.94679
58,1.175,2.363775,-0.04589,1.148294,2.227657,0.032695,1.485108,2.257833,-0.081679,0.899444,2.050858,0.114851,0.090636,2.070082,0.110975,0.535033,2.216397,0.124812,0.942894,2.165637,0.480125,1.108136,2.198403,0.391592,1.467077,1.976208,0.467397,0.933707,2.41899,0.212307,0.090883,2.300952,0.2645,0.515427,2.194066,0.283653,0.945907
59,1.183333,2.355885,-0.046179,1.147637,2.218391,0.032174,1.483945,2.251326,-0.081404,0.898078,2.022646,0.115523,0.090746,2.063201,0.111721,0.533114,2.207058,0.12454,0.941882,2.154919,0.479549,1.107655,2.189734,0.39106,1.466414,1.963676,0.466412,0.935727,2.418635,0.212202,0.092065,2.296296,0.264886,0.515334,2.186307,0.283776,0.945043
60,1.191667,2.347863,-0.046593,1.146913,2.209078,0.031612,1.482725,2.244675,-0.081089,0.89664,1.995284,0.116405,0.091597,2.056553,0.112392,0.531007,2.197556,0.124211,0.940798,2.144372,0.47893,1.107113,2.181052,0.390502,1.465701,1.951424,0.4654,0.937626,2.418173,0.212175,0.093274,2.291347,0.265292,0.515211,2.178536,0.283953,0.944198
61,1.2,2.339715,-0.047071,1.146098,2.199724,0.031008,1.481438,2.237856,-0.080745,0.895132,1.968961,0.117515,0.093103,2.050057,0.113,0.528763,2.187887,0.123836,0.939659,2.133995,0.478279,1.106515,2.172362,0.389918,1.464943,1.939456,0.464364,0.939394,2.417598,0.212242,0.094502,2.286083,0.26571,0.515049,2.170726,0.284172,0.943367
62,1.208333,2.331444,-0.047566,1.145171,2.190337,0.030358,1.48008,2.230842,-0.080388,0.893559,1.943835,0.118853,0.09515,2.043628,0.113558,0.526435,2.178046,0.123427,0.938483,2.123789,0.477603,1.105865,2.163665,0.38931,1.464145,1.927775,0.46331,0.941021,2.416917,0.212399,0.095758,2.280495,0.266128,0.514844,2.162825,0.284424,0.942539
63,1.216667,2.323054,-0.048045,1.144126,2.180921,0.029661,1.478651,2.223607,-0.080035,0.89193,1.920032,0.1204,0.097593,2.037172,0.11408,0.524081,2.168043,0.122995,0.937292,2.113754,0.476907,1.105169,2.154962,0.388679,1.463314,1.916385,0.462238,0.942495,2.416142,0.212634,0.097058,2.274583,0.266531,0.514597,2.154764,0.284698,0.941701
64,1.225,2.314549,-0.048492,1.142964,2.17148,0.028914,1.477159,2.216135,-0.079701,0.890258,1.897666,0.122124,0.100259,2.030587,0.11458,0.521761,2.157892,0.122549,0.936104,2.103891,0.476192,1.104432,2.146252,0.388026,1.462458,1.905292,0.461153,0.943808,2.415281,0.212932,0.098417,2.268351,0.266898,0.514315,2.146477,0.284988,0.94084
65,1.233333,2.305931,-0.048897,1.141697,2.162018,0.028117,1.47562,2.208421,-0.079398,0.888554,1.876829,0.123986,0.102961,2.023768,0.115078,0.519533,2.147605,0.122098,0.934942,2.094199,0.475459,1.103661,2.137533,0.387353,1.461585,1.894498,0.460061,0.944949,2.414334,0.213275,0.099853,2.2618,0.267211,0.514004,2.137913,0.285294,0.939949
66,1.241667,2.297204,-0.049257,1.14034,2.152537,0.02727,1.47405,2.200476,-0.079129,0.886831,1.857597,0.125948,0.105504,2.016611,0.115592,0.517447,2.137202,0.121649,0.933826,2.084679,0.474704,1.102861,2.128803,0.386658,1.460704,1.884005,0.45897,0.945912,2.413298,0.213647,0.101388,2.254924,0.267456,0.513668,2.129043,0.28561,0.939025
67,1.25,2.288371,-0.049574,1.138915,2.143035,0.026374,1.472466,2.192319,-0.078892,0.885096,1.84002,0.127969,0.107697,2.009017,0.116137,0.515545,2.126715,0.121217,0.932764,2.075331,0.473927,1.102043,2.120055,0.385941,1.459826,1.873814,0.457888,0.946693,2.412164,0.214035,0.103043,2.247717,0.267624,0.513308,2.119853,0.285928,0.938067
68,1.258333,2.279432,-0.049852,1.137443,2.133508,0.025434,1.470886,2.183974,-0.07868,0.883359,1.824132,0.130015,0.109363,2.000894,0.116727,0.513856,2.116183,0.120824,0.931757,2.066156,0.473126,1.101218,2.111283,0.3852,1.458965,1.863927,0.456824,0.94729,2.410929,0.214434,0.10484,2.240173,0.267711,0.512924,2.110345,0.28624,0.937077
69,1.266667,2.270387,-0.050103,1.135945,2.12395,0.024455,1.469328,2.175459,-0.07849,0.881627,1.809952,0.13205,0.110348,1.992171,0.117376,0.512397,2.105637,0.120487,0.930806,2.057155,0.472303,1.100399,2.102474,0.384432,1.458135,1.854345,0.455784,0.947703,2.409595,0.214848,0.106799,2.232282,0.267723,0.512513,2.100531,0.286531,0.936061
70,1.275,2.26123,-0.050337,1.134443,2.114352,0.023444,1.467804,2.166787,-0.078317,0.879909,1.797477,0.13404,0.110535,1.982805,0.118109,0.511181,2.095087,0.120214,0.929915,2.048329,0.471458,1.099598,2.093621,0.383633,1.457349,1.84507,0.454774,0.947931,2.408159,0.215286,0.108942,2.224027,0.267675,0.512064,2.090447,0.286783,0.935025
71,1.283333,2.251954,-0.050568,1.132955,2.104704,0.022409,1.46633,2.157962,-0.078163,0.878217,1.786669,0.135952,0.109862,1.972786,0.118951,0.510209,2.084521,0.119999,0.929094,2.03968,0.470591,1.098825,2.084717,0.382801,1.456617,1.836099,0.453801,0.947975,2.406612,0.215762,0.111284,2.215374,0.267596,0.511552,2.080152,0.286967,0.933979
72,1.291667,2.242553,-0.050815,1.131498,2.095002,0.021355,1.464915,2.148977,-0.07803,0.876562,1.777458,0.137762,0.108331,1.962143,0.119925,0.509477,2.073909,0.119823,0.928355,2.031208,0.469701,1.098087,2.075762,0.381933,1.455944,1.827429,0.452874,0.947837,2.404922,0.216293,0.113834,2.206283,0.267524,0.510948,2.069714,0.287047,0.932934
73,1.3,2.23302,-0.051094,1.130082,2.085248,0.020284,1.463571,2.139817,-0.077925,0.874954,1.769731,0.139459,0.106013,1.950936,0.121046,0.508977,2.063211,0.119664,0.927716,2.02291,0.468788,1.097386,2.066756,0.38103,1.455333,1.819054,0.452002,0.947518,2.403045,0.216891,0.116595,2.196723,0.267491,0.510229,2.059183,0.287,0.9319
74,1.308333,2.223348,-0.051421,1.128709,2.075448,0.019195,1.462304,2.130469,-0.077853,0.873401,1.763327,0.141046,0.103048,1.93925,0.122306,0.508691,2.052389,0.119503,0.927191,2.014783,0.467854,1.096723,2.057701,0.380092,1.454782,1.810963,0.451196,0.947018,2.400934,0.217569,0.119565,2.186679,0.267521,0.509384,2.048581,0.286819,0.930883
75,1.316667,2.213528,-0.051802,1.127381,2.065602,0.018087,1.461118,2.120917,-0.077818,0.871904,1.75803,0.142545,0.099632,1.927191,0.123671,0.508601,2.041412,0.119332,0.926794,2.006819,0.466904,1.0961,2.048601,0.37912,1.454288,1.803148,0.450468,0.946339,2.398544,0.218338,0.122746,2.176147,0.267632,0.508417,2.037912,0.286511,0.929889
76,1.325,2.203556,-0.052239,1.126094,2.055717,0.016959,1.460013,2.111149,-0.077825,0.870465,1.753569,0.143985,0.096002,1.914883,0.125086,0.508683,2.030252,0.119154,0.92654,1.999012,0.465937,1.095516,2.039461,0.378119,1.453848,1.795597,0.449831,0.945483,2.395839,0.219204,0.12614,2.165126,0.267843,0.50733,2.027172,0.286085,0.928923
77,1.333333,2.193423,-0.052731,1.124846,2.045794,0.01581,1.458994,2.101156,-0.077875,0.869083,1.749639,0.14539,0.092396,1.902457,0.126479,0.50891,2.018884,0.118979,0.926449,1.991355,0.464953,1.094974,2.030287,0.377092,1.453464,1.788301,0.449295,0.944452,2.39278,0.220173,0.129754,2.153613,0.268172,0.506133,2.016349,0.28555,0.927987
78,1.341667,2.183125,-0.053272,1.123633,2.035845,0.014638,1.458063,2.09093,-0.077969,0.86776,1.745934,0.146764,0.089032,1.890048,0.127776,0.509262,2.007295,0.11882,0.926543,1.983841,0.46395,1.09448,2.021088,0.376046,1.453139,1.781254,0.44887,0.943249,2.389314,0.221248,0.133592,2.141596,0.268633,0.504835,2.005425,0.284914,0.927088
79,1.35,2.172655,-0.053857,1.122457,2.025875,0.013442,1.45723,2.080464,-0.078107,0.866499,1.742207,0.148089,0.086061,1.877767,0.128907,0.50972,1.995489,0.118696,0.926837,1.976466,0.462923,1.094042,2.011869,0.37499,1.45288,1.774452,0.448564,0.941879,2.385376,0.222438,0.137654,2.12906,0.269243,0.503451,1.994398,0.284186,0.926236
80,1.358333,2.162009,-0.054488,1.121325,2.015894,0.012222,1.456507,2.069755,-0.078289,0.865309,1.738347,0.149332,0.083548,1.865692,0.129821,0.510267,1.983494,0.11862,0.927337,1.969227,0.461867,1.093671,2.002636,0.373929,1.452699,1.767899,0.448379,0.940351,2.380893,0.22375,0.141935,2.115995,0.270025,0.501997,1.983281,0.283374,0.925451
81,1.366667,2.151182,-0.055168,1.120251,2.005907,0.010981,1.455909,2.058797,-0.078515,0.864202,1.734414,0.150476,0.081475,1.853855,0.130495,0.510894,1.971357,0.118596,0.928029,1.962124,0.460778,1.093386,1.993392,0.37287,1.452614,1.761601,0.44832,0.938679,2.375784,0.225193,0.146422,2.102393,0.271006,0.50049,1.972106,0.282485,0.924751
82,1.375,2.140168,-0.055905,1.119256,1.995915,0.009727,1.455456,2.047585,-0.078788,0.8632,1.730602,0.151531,0.07978,1.842255,0.130942,0.511597,1.959149,0.118608,0.92889,1.955155,0.459654,1.093207,1.98414,0.371818,1.452644,1.755568,0.448385,0.936878,2.369967,0.226776,0.15109,2.088242,0.272209,0.498943,1.960906,0.281521,0.924153
83,1.383333,2.128965,-0.0567,1.11836,1.985919,0.008472,1.455165,2.036112,-0.079108,0.862321,1.727145,0.152532,0.078393,1.830872,0.131203,0.512377,1.94696,0.118629,0.929887,1.948322,0.458494,1.093155,1.974878,0.370774,1.452808,1.749812,0.448575,0.934966,2.363361,0.228513,0.155902,2.073533,0.273647,0.497374,1.949717,0.280491,0.923669
84,1.391667,2.117569,-0.057549,1.117581,1.975914,0.007232,1.455048,2.024372,-0.079474,0.861588,1.72422,0.153511,0.077269,1.819696,0.131339,0.513237,1.934896,0.118621,0.93099,1.941624,0.457296,1.09325,1.965609,0.36974,1.453123,1.744349,0.448885,0.932962,2.355903,0.230425,0.160811,2.058267,0.275319,0.495803,1.938571,0.279411,0.923308
85,1.4,2.105982,-0.058445,1.116932,1.965896,0.00602,1.455114,2.01236,-0.079884,0.861019,1.721892,0.154486,0.076389,1.808738,0.131418,0.514179,1.92305,0.118541,0.93217,1.935061,0.456061,1.093508,1.956331,0.368719,1.453604,1.739188,0.449306,0.930886,2.34755,0.232539,0.165762,2.042452,0.277199,0.494255,1.927498,0.278311,0.923077
86,1.408333,2.094209,-0.059384,1.116424,1.955863,0.004852,1.455365,2.000067,-0.080335,0.860629,1.72012,0.155451,0.075742,1.798036,0.131499,0.515194,1.911489,0.118363,0.933411,1.928631,0.454789,1.093942,1.947048,0.367714,1.45426,1.734339,0.449831,0.928762,2.338283,0.234876,0.170705,2.02611,0.279245,0.492762,1.916515,0.277221,0.922982
87,1.416667,2.08226,-0.060367,1.116063,1.945813,0.003741,1.455797,1.98749,-0.080828,0.860433,1.718808,0.156381,0.075314,1.78765,0.131617,0.516261,1.900242,0.118086,0.934699,1.922329,0.45348,1.094559,1.937761,0.366729,1.455095,1.729809,0.450448,0.92661,2.328106,0.237438,0.175604,2.009276,0.2814,0.49136,1.905628,0.276172,0.923024
88,1.425,2.070151,-0.061394,1.115851,1.935745,0.002694,1.456401,1.974623,-0.081362,0.860438,1.717856,0.157235,0.075066,1.777658,0.131774,0.517344,1.889291,0.117736,0.936022,1.916153,0.452138,1.095358,1.928475,0.365772,1.456106,1.725597,0.451148,0.924453,2.317049,0.240196,0.180441,1.992003,0.283601,0.490085,1.894835,0.27519,0.923204
89,1.433333,2.057896,-0.062471,1.115786,1.925655,0.001719,1.457164,1.96147,-0.081937,0.860649,1.717176,0.157962,0.074942,1.768145,0.13195,0.518394,1.878584,0.117359,0.937369,1.910096,0.450769,1.096333,1.919193,0.36485,1.457283,1.721702,0.451925,0.92231,2.305165,0.243086,0.18522,1.974355,0.28579,0.488977,1.884127,0.274294,0.923524
90,1.441667,2.045509,-0.063603,1.11586,1.915541,0.000817,1.458066,1.948036,-0.082546,0.861064,1.716694,0.158507,0.07488,1.759194,0.132116,0.519356,1.868054,0.117,0.938726,1.904153,0.449384,1.097472,1.909923,0.363973,1.458611,1.718115,0.45277,0.9202,2.292521,0.246001,0.189962,1.956407,0.287915,0.488072,1.87351,0.2735,0.923991
91,1.45,2.033001,-0.064799,1.116065,1.905397,-0.000008,1.45909,1.934334,-0.08318,0.861674,1.716347,0.158836,0.074821,1.750868,0.132245,0.520189,1.85764,0.116698,0.940079,1.898316,0.447995,1.098757,1.900671,0.363149,1.460069,1.714823,0.453679,0.91814,2.279175,0.248811,0.194689,1.938236,0.289938,0.487406,1.862996,0.272817,0.924613
92,1.458333,2.020381,-0.066069,1.11639,1.895222,-0.000757,1.460216,1.92038,-0.083828,0.862467,1.716081,0.158941,0.074728,1.7432,0.132322,0.520864,1.847294,0.116468,0.941415,1.892574,0.44661,1.100167,1.89144,0.362386,1.46163,1.711807,0.454644,0.916146,2.265173,0.25138,0.199409,1.919923,0.291843,0.487004,1.852601,0.272243,0.925397
93,1.466667,2.007656,-0.067421,1.116823,1.885012,-0.001431,1.461425,1.906192,-0.084479,0.863428,1.715852,0.158845,0.074581,1.73619,0.132347,0.521376,1.836989,0.116308,0.942722,1.886918,0.44524,1.101676,1.882234,0.361692,1.463267,1.709041,0.455659,0.914232,2.250532,0.253593,0.204092,1.901539,0.293627,0.486885,1.842337,0.271763,0.926341
94,1.475,1.994828,-0.068864,1.117351,1.874767,-0.002033,1.4627,1.891788,-0.085121,0.864539,1.71563,0.158596,0.074381,1.729814,0.132325,0.521732,1.826725,0.116208,0.943987,1.881335,0.443891,1.103256,1.873057,0.361069,1.46495,1.706498,0.456718,0.912408,2.235245,0.255372,0.208663,1.883151,0.2953,0.48706,1.832208,0.271361,0.927442
95,1.483333,1.981897,-0.070403,1.117961,1.86449,-0.002563,1.464025,1.877189,-0.085744,0.865781,1.715407,0.158263,0.074143,1.724025,0.132267,0.521953,1.816523,0.116155,0.945196,1.875816,0.44257,1.104879,1.863913,0.360518,1.466647,1.704147,0.457818,0.910684,2.219303,0.256694,0.213009,1.864811,0.296884,0.487533,1.822212,0.271021,0.928691
96,1.491667,1.968863,-0.072036,1.11864,1.854187,-0.003024,1.465387,1.862411,-0.086337,0.867136,1.715188,0.157922,0.073892,1.718763,0.132181,0.522064,1.80643,0.116132,0.946337,1.870349,0.441285,1.106519,1.854806,0.360038,1.468331,1.70196,0.458953,0.909064,2.202702,0.257594,0.216994,1.846565,0.298406,0.488301,1.812355,0.270728,0.930079
97,1.5,1.955727,-0.073753,1.119374,1.843862,-0.003418,1.466773,1.847471,-0.086893,0.868586,1.714992,0.157638,0.073654,1.713953,0.132075,0.522098,1.796492,0.116129,0.947401,1.864923,0.440038,1.10815,1.845738,0.359626,1.469973,1.699907,0.46012,0.90755,2.185451,0.258152,0.220472,1.828442,0.299896,0.489356,1.802649,0.27047,0.931593
98,1.508333,1.942488,-0.075543,1.120151,1.833523,-0.003746,1.468172,1.832379,-0.08741,0.870119,1.714832,0.157449,0.073451,1.709523,0.131953,0.522081,1.786756,0.116137,0.948385,1.859532,0.438834,1.109751,1.836714,0.35928,1.471553,1.697961,0.461316,0.906143,2.16756,0.258462,0.223304,1.810452,0.301379,0.490682,1.793115,0.270244,0.933214
99,1.516667,1.929148,-0.077387,1.120958,1.82318,-0.004012,1.469575,1.817142,-0.087888,0.871723,1.714719,0.157362,0.073292,1.705412,0.131816,0.522035,1.77725,0.116154,0.949287,1.854172,0.437679,1.111309,1.827733,0.358998,1.473055,1.696102,0.462538,0.904842,2.149039,0.258626,0.225371,1.792596,0.302864,0.49226,1.783773,0.270059,0.934923
100,1.525,1.915715,-0.079265,1.121781,1.812846,-0.004221,1.470971,1.801767,-0.088328,0.87339,1.714654,0.157359,0.07318,1.701576,0.131664,0.521974,1.767979,0.116175,0.95011,1.848844,0.436587,1.112817,1.818794,0.358776,1.474469,1.694307,0.463779,0.903647,2.129905,0.258745,0.226587,1.774875,0.304349,0.494065,1.77464,0.269928,0.936693
101,1.533333,1.902201,-0.081155,1.122609,1.802534,-0.004376,1.472349,1.786261,-0.088734,0.875113,1.714632,0.157412,0.073109,1.697974,0.131498,0.521909,1.75893,0.116188,0.950861,1.843553,0.435594,1.114276,1.809895,0.358606,1.475787,1.692559,0.465031,0.902556,2.110191,0.258919,0.226907,1.757297,0.305831,0.496066,1.76572,0.269862,0.938491
102,1.541667,1.888621,-0.083036,1.123429,1.792255,-0.004481,1.4737,1.770634,-0.089104,0.876888,1.714642,0.157501,0.073072,1.69457,0.131324,0.521844,1.750075,0.116184,0.951541,1.838309,0.434748,1.115694,1.801032,0.358482,1.477003,1.690841,0.466283,0.901568,2.089939,0.25924,0.226322,1.739875,0.307303,0.498225,1.756998,0.269864,0.940277
103,1.55,1.874987,-0.08489,1.124235,1.782023,-0.004538,1.475016,1.754892,-0.089438,0.878712,1.714675,0.157614,0.073059,1.691329,0.131142,0.521778,1.741388,0.116167,0.95215,1.83312,0.434094,1.117077,1.792201,0.358397,1.478112,1.68914,0.467523,0.900676,2.069191,0.259779,0.224856,1.722632,0.30875,0.500507,1.748434,0.269944,0.942019
104,1.558333,1.861313,-0.086699,1.125015,1.771845,-0.004549,1.476289,1.739038,-0.089732,0.880583,1.714722,0.157748,0.073063,1.68822,0.130957,0.521708,1.73285,0.116144,0.952682,1.827988,0.433657,1.118428,1.783396,0.358345,1.479108,1.68744,0.468735,0.899872,2.047979,0.26057,0.222555,1.705605,0.310147,0.502882,1.739961,0.270121,0.943702
105,1.566667,1.847607,-0.08845,1.125761,1.76173,-0.004516,1.477509,1.723072,-0.089985,0.882501,1.714775,0.157902,0.073074,1.685217,0.130775,0.521629,1.724446,0.116124,0.953134,1.822911,0.433442,1.119744,1.774611,0.358323,1.479987,1.685729,0.469908,0.899142,2.026312,0.261607,0.219479,1.688839,0.311459,0.505322,1.731501,0.270418,0.945322
106,1.575,1.833879,-0.090129,1.126463,1.75168,-0.004443,1.478667,1.706997,-0.090192,0.884462,1.714831,0.158079,0.07309,1.682298,0.130601,0.521541,1.716167,0.116107,0.953505,1.817882,0.433436,1.121022,1.765833,0.358328,1.480744,1.683997,0.471028,0.898473,2.004185,0.262844,0.2157,1.672377,0.312658,0.5078,1.722998,0.270849,0.946883
107,1.583333,1.820139,-0.091725,1.127113,1.741697,-0.004332,1.479754,1.690822,-0.090352,0.886464,1.714886,0.158274,0.07311,1.679442,0.130442,0.521445,1.708006,0.116094,0.953797,1.812896,0.43362,1.122255,1.757054,0.358361,1.481376,1.682235,0.472084,0.897848,1.981583,0.264214,0.211289,1.656252,0.313723,0.510287,1.714428,0.271416,0.948385
108,1.591667,1.806399,-0.093229,1.127704,1.731781,-0.004187,1.480763,1.67456,-0.090463,0.888502,1.714943,0.158481,0.073136,1.676635,0.130301,0.521339,1.699966,0.11609,0.954009,1.807945,0.43397,1.123438,1.748262,0.358422,1.48188,1.680437,0.473067,0.897253,1.958476,0.265638,0.206317,1.640486,0.314648,0.512752,1.705789,0.272098,0.949821
